"IID","province","city","income","industry","education","gender","age","health","year","non_cognitive_score","cognitive_score","comprehensive_score"
"2301010003300002",230000,230100,30000,4,12,0,42,3,2014,2.99289343894674,3.54404941471242,2.59942836502471
"2301010003700001",230000,230100,60000,4,12,1,43,5,2014,3.62609246082545,1.7099988499005,2.95237579886888
"2301010003700001",230000,230100,36000,4,9,1,45,3,2016,3.18674138774408,3.5347113177089,2.93357404578184
"2301010003700002",230000,230100,30000,16,15,0,41,3,2014,3.43263870040378,3.57204876532415,3.21408634407352
"2301010004800001",230000,230100,36000,11,12,0,38,4,2014,3.59652453690491,2.32401749876045,3.16544704094998
"2301010005200001",230000,230100,30000,11,15,0,30,5,2014,3.7625083938108,2.40001016882767,3.46952669727291
"2301010005200001",230000,230100,40000,11,15,0,32,5,2016,3.01896568529782,2.9957455437849,3.21443139042136
"2301010005200002",230000,230100,30000,9,15,1,29,4,2014,3.61519252256797,2.99602323256257,3.41104495534808
"2301010005600002",230000,230100,18000,7,9,1,31,4,2016,3.03769052243251,3.5347113177089,2.72637817533885
"2301010006100001",230000,230100,30000,11,9,1,36,3,2014,3.56025473854295,3.54404941471242,3.59610420544752
"2301010006100002",230000,230100,30000,10,16,0,35,3,2014,3.36783282556188,2.40001016882767,3.06840720634392
"2301010007200001",230000,230100,24000,7,15,1,43,4,2014,3.6168123726241,1.75600378563728,3.11820836314784
"2301010007200002",230000,230100,26000,7,15,0,40,4,2014,3.79167163111949,1.42800951943939,2.91839232556383
"2301010007400001",230000,230100,20000,7,16,1,42,5,2014,3.14020931018957,2.66604058264597,2.93110127247471
"2301010007600001",230000,230100,60000,8,9,0,39,4,2014,3.7740698184206,2.36190048320221,2.76367330035167
"2301010007600003",230000,230100,60000,8,9,1,40,4,2014,3.80039804222888,1.42800951943939,3.28797277976402
"2301010009810002",230000,230100,50000,13,16,0,44,4,2014,3.60694428180721,3.03191783328561,3.61413773216243
"2301010010010001",230000,230100,20000,8,9,0,32,3,2014,3.41890374864589,2.35201684937218,2.93357838301615
"2301010010010002",230000,230100,40000,8,9,1,42,4,2014,3.07474744939557,2.66604058264597,3.08295846538655
"2301010010710001",230000,230100,38000,8,16,1,39,4,2014,4.02084151281115,2.07201590262979,3.12129232776582
"2301010010710001",230000,230100,50000,8,15,1,41,5,2016,3.58562427555241,2.9957455437849,3.31871383391656
"2301010010710002",230000,230100,30000,16,16,0,34,5,2014,3.64759545998892,3.57204876532415,3.02937292110654
"2301010010710002",230000,230100,50000,13,16,0,36,5,2016,3.82902187102681,3.03282450878959,3.21611956045504
"2301010011210001",230000,230100,70000,8,12,1,26,3,2014,3.42052359870203,2.71789410001182,3.17824294854488
"2302010000700001",230000,230100,30000,8,15,1,36,3,2014,3.19466892386594,3.03191783328561,3.15751813638247
"2302010001100002",230000,230100,24000,11,9,0,36,4,2014,3.64759545998892,2.71789410001182,3.15781674162644
"2302010001200003",230000,230100,20000,6,13,1,26,4,2014,3.7625083938108,2.66604058264597,3.29204353956556
"2302010002900002",230000,230100,8500,11,9,1,24,3,2014,3.22755003163553,2.66604058264597,3.08017889973295
"2302010003800001",230000,230100,18000,8,15,1,19,5,2014,4.1572574457965,3.54404941471242,3.99354361677449
"2302010003800002",230000,230100,10000,5,12,1,44,4,2014,3.7779366793616,2.66604058264597,3.67676099124975
"2302010003800003",230000,230100,24000,8,12,0,42,5,2014,3.98133201433694,2.66604058264597,3.56089630607013
"2302010004100001",230000,230100,20000,4,12,0,43,4,2014,3.59700270725354,2.71789410001182,3.25642345682992
"2302010004100002",230000,230100,5500,8,12,0,20,4,2014,3.85268412875717,2.07201590262979,3.80069560956563
"2302010006310001",230000,230100,20000,3,12,0,50,3,2014,2.73721201744311,1.41205060279659,2.41089045454357
"2302010006310002",230000,230100,20000,3,12,1,25,5,2014,3.81195946683868,3.03191783328561,3.25937498371517
"2302010006910001",230000,230100,20000,7,12,1,41,5,2014,3.20225365526784,2.66604058264597,3.08067823189835
"2302010006910002",230000,230100,15000,7,12,0,38,5,2014,3.44088694116454,3.54404941471242,3.47815831343056
"2302010007310001",230000,230100,80000,8,12,1,46,4,2014,3.43871341401645,2.71789410001182,3.49443921935272
"2302010007410001",230000,230100,0,11,12,0,33,5,2014,3.80371122607792,2.40001016882767,3.41663217678387
"2302010007410003",230000,230100,30000,11,12,1,40,4,2014,3.59652453690491,3.54404941471242,2.98971662299789
"2302010007510001",230000,230100,10000,8,9,1,23,5,2014,3.36065278077184,2.71789410001182,2.75765166198499
"2302010007910001",230000,230100,18000,11,12,1,58,3,2014,3.55579987498642,2.38791145009522,3.53865445662065
"2302010008010001",230000,230100,21600,8,12,1,54,5,2014,3.19514709421458,2.70193518336901,3.03714502201177
"2302010008410003",230000,230100,24000,9,12,1,20,4,2014,3.63886904887953,3.57204876532415,3.23845251115746
"2302010008810001",230000,230100,18000,16,12,1,54,3,2014,3.36065278077184,2.71789410001182,3.17824294854488
"2302010008910001",230000,230100,40000,5,12,1,37,4,2014,2.58827629614415,2.07201590262979,2.37067773820235
"2302010009010002",230000,230100,30000,8,16,1,27,5,2014,2.6168123726241,2.99602323256257,2.64809330541199
"2302020000210001",230000,230100,30000,16,12,1,45,4,2014,3.37608106632264,2.40001016882767,3.30652335796926
"2302020000210002",230000,230100,25000,3,12,0,39,4,2014,3.22375665443131,3.03191783328561,3.21811736507951
"2302020000610001",230000,230100,30000,16,12,0,46,5,2014,3.64759545998892,2.07201590262979,3.23222545622819
"2302020000610002",230000,230100,25000,11,9,0,44,5,2014,3.60856413186334,3.54404941471242,3.33949366705578
"2302020000710001",230000,230100,50000,13,19,0,36,4,2014,3.59700270725354,2.99602323256257,3.32780333069736
"2302020000710001",230000,230100,50000,3,12,0,38,5,2016,2.36411747000428,2.71985910191116,2.50997104016053
"2302020000710002",230000,230100,60000,3,16,1,37,4,2014,2.97083676269131,2.66604058264597,2.68893527096395
"2302020000710002",230000,230100,48000,13,19,1,39,5,2016,3.79330573417017,3.56511781639156,3.21611956045504
"2302020000810002",230000,230100,45000,5,16,0,25,5,2016,3.84134875487449,2.40631213103395,3.79884896481684
"2302020000910001",230000,230100,20000,7,12,1,48,5,2014,4.02691622642382,2.66604058264597,3.29073203072043
"2302020001010001",230000,230100,10000,16,12,1,48,1,2014,3.18966038321745,3.54404941471242,3.03761107643028
"2302020001010002",230000,230100,18000,16,9,0,45,3,2014,3.18966038321745,2.07201590262979,3.36733363374158
"2302020001010002",230000,230100,4000,8,9,0,47,2,2016,3.20696468796146,2.66636788251167,2.79946256134836
"2302020001110001",230000,230100,60000,8,12,1,42,4,2014,3.80533107613406,2.07201590262979,3.20706215975602
"2302020001110001",230000,230100,2e+05,8,12,1,44,3,2016,3.01773764434676,2.71985910191116,2.89406504214521
"2302020001110002",230000,230100,60000,8,9,0,43,4,2014,3.64645378028143,3.54404941471242,2.967489328561
"2302020001110002",230000,230100,60000,8,8,0,45,3,2016,3.17983216416232,3.5347113177089,3.09401050532271
"2302020001210002",230000,230100,9000,16,9,1,50,2,2014,2.96921691263518,2.23008396620217,2.54349140771053
"2302020001610001",230000,230100,18000,16,14,1,31,5,2014,3.16274415679363,2.07201590262979,2.95733380732036
"2302020001610002",230000,230100,5000,1,15,0,35,3,2014,3.83563599315024,2.04401655201807,3.1964932545976
"2302020001710002",230000,230100,60000,7,9,1,44,4,2014,3.44088694116454,3.54404941471242,2.75633947843122
"2302020001710002",230000,230100,60000,7,12,1,46,4,2016,3.58340904181342,2.07906169786827,3.1995330974975
"2302020001910001",230000,230100,15000,7,9,1,43,5,2014,3.23086321548458,2.66604058264597,3.02773524468361
"2302020001910002",230000,230100,20000,12,12,0,43,3,2014,2.60363109795817,3.54404941471242,2.74296783081547
"2302020001910002",230000,230100,43000,12,12,0,45,3,2016,3,2.9957455437849,3.03119417382746
"2302020002210001",230000,230100,20000,8,12,1,45,5,2014,4.02084151281115,3.54404941471242,3.17283132443262
"2302020002810001",230000,230100,15000,3,9,1,49,2,2014,3.18417367222032,1.42800951943939,2.51598429970294
"2302020002910002",230000,230100,25000,3,9,1,35,3,2014,2.3831876273759,2.07201590262979,2.60536595091832
"2302020003010001",230000,230100,60000,7,15,1,40,4,2014,3.40137744269033,2.66604058264597,3.09799865828908
"2302020003010002",230000,230100,20000,11,12,0,39,4,2014,3.8543039788133,2.71789410001182,3.17501403603167
"2302020003210001",230000,230100,35000,16,12,1,33,4,2014,3.2270718612869,2.66604058264597,3.11468936748772
"2302020003210002",230000,230100,18000,11,9,0,29,4,2014,2.96921691263518,2.40001016882767,3.01679795741249
"2302020003410001",230000,230100,30000,7,15,1,37,4,2014,3.36451964171283,3.03191783328561,3.35234416301863
"2302020003410001",230000,230100,40000,7,15,1,39,4,2016,3.20989669235675,3.56511781639156,3.14458907365316
"2302020003410002",230000,230100,30000,16,16,0,37,3,2014,3.41559056479685,3.57204876532415,3.02055344614968
"2302020003410002",230000,230100,40000,8,16,0,39,3,2016,3.39541003914978,2.40631213103395,2.97502759739551
"2302020003610001",230000,230100,30000,7,16,1,33,4,2014,2.99289343894674,2.71789410001182,2.93985063421365
"2302020003610001",230000,230100,40000,7,16,1,35,5,2016,3.40453449647053,2.71985910191116,2.93142001990499
"2302020003910001",230000,230100,50000,11,15,1,26,2,2014,3.42601030969916,2.40001016882767,2.97919038768607
"2302020003910001",230000,230100,1e+05,16,12,1,28,4,2016,2.97119308672512,3.5347113177089,3.01675683136868
"2302020004110001",230000,230100,50000,13,15,1,45,4,2014,3.36065278077184,3.54404941471242,3.09799865828908
"2302020004510001",230000,230100,30000,7,16,1,38,4,2014,3.57995457164661,2.66604058264597,3.32122175148924
"2302020004710002",230000,230100,50000,15,15,1,61,3,2014,3.42715198940665,2.71789410001182,2.87135792584218
"2302020004910001",230000,230100,30000,3,9,1,31,4,2014,3.45793507677147,2.68199949928878,3.27253658379343
"2302020004910002",230000,230100,20000,13,12,0,33,3,2014,3.35951110106434,3.54404941471242,3.06532807041382
"2302020005210001",230000,230100,24000,11,15,0,51,3,2014,3.40185561303896,2.66604058264597,3.05758672332214
"2303010001100002",230000,230100,30000,13,16,0,36,5,2014,3.97470362363231,2.99602323256257,3.59074025253319
"2303010001100002",230000,230100,40000,13,16,0,38,4,2016,2.63438406691304,1.76396906288229,2.43978967817063
"2303010001100004",230000,230100,35000,13,15,1,38,5,2014,3.82352089144848,3.54404941471242,3.4144533417023
"2303010001100004",230000,230100,60000,13,15,1,40,4,2016,3.99015877202294,2.66636788251167,3.46892289709998
"2303010001300001",230000,230100,40000,3,12,1,38,5,2014,3.60808596151471,2.66604058264597,3.61813978198001
"2303010001300002",230000,230100,40000,11,16,0,31,5,2014,3.42052359870203,2.66604058264597,3.17824294854488
"2303010001400001",230000,230100,20000,8,12,0,58,3,2016,4.01773764434676,2.71985910191116,3.27128863396458
"2303010001800002",230000,230100,13000,8,16,1,54,3,2014,2.95054892697212,2.40001016882767,3.02970378137661
"2303010001900001",230000,230100,30000,8,12,1,49,5,2014,3.18093397210805,2.66604058264597,2.97018430328321
"2303010002300001",230000,230100,40000,1,12,1,54,3,2014,3.83725584320637,2.04401655201807,3.31680031820038
"2303010002300001",230000,230100,40000,1,9,1,56,5,2016,3.58535385342078,2.07906169786827,3.14762364229639
"2303010002300002",230000,230100,20000,8,9,0,54,4,2014,3.36065278077184,3.54404941471242,3.09799865828908
"2303010002400001",230000,230100,60000,7,16,1,28,3,2014,3.64597560993279,3.25802503205035,3.54616174802374
"2303010002400001",230000,230100,50000,7,16,1,30,4,2016,3.81227141946799,2.66636788251167,3.36539089393851
"2303010002400002",230000,230100,50000,8,16,0,29,5,2016,3.14411602730567,3.03282450878959,2.8236026792594
"2303010002500001",230000,230100,36000,13,15,0,52,3,2014,3.78666309047099,3.57204876532415,3.15718727611241
"2303010002500002",230000,230100,60000,13,16,1,54,3,2014,3.78780477017849,3.03191783328561,3.55345506543496
"2303010003500001",230000,230100,45000,14,15,1,56,3,2016,2.97783188817526,2.40631213103395,3.05170835466475
"2303010004900001",230000,230100,10000,8,16,0,33,5,2014,3.40355096983841,3.25802503205035,2.91316123989903
"2303010005200003",230000,230100,8000,11,12,1,21,3,2014,2.76961495486406,3.25802503205035,2.80116576414672
"2303010005200005",230000,230100,22000,8,9,0,41,4,2014,3.64597560993279,2.33804631644808,2.95422736654758
"2303010005300002",230000,230100,20000,8,9,0,50,4,2014,3.16985071784689,2.71789410001182,2.73703024492186
"2303010005900001",230000,230100,23000,7,9,1,39,3,2014,3.79498481496853,1.41205060279659,2.9925858174909
"2303010006200001",230000,230100,40000,14,19,0,31,5,2014,4.03240293742095,3.03191783328561,3.28818835626397
"2303010006200001",230000,230100,45000,6,19,0,33,4,2016,3.22568952509615,2.66636788251167,3.04617706795614
"2303010006200002",230000,230100,1e+05,7,15,1,33,4,2014,3.65308217098605,3.57204876532415,3.43092932662091
"2303010006200002",230000,230100,40000,7,15,1,35,5,2016,3.82112545465712,2.71985910191116,3.60602769867754
"2303010006500001",230000,230100,45000,8,12,1,31,5,2014,3.80647275584155,2.07201590262979,3.7484921391464
"2303010006500001",230000,230100,1e+05,11,12,1,33,5,2016,3.60237472711123,3.5347113177089,3.0436478734078
"2303010007200002",230000,230100,0,3,16,0,57,4,2014,3.79822451508079,2.71789410001182,3.23973274763128
"2303010007300001",230000,230100,30000,12,9,0,62,5,2014,3.7740698184206,2.55608984868134,3.17228134063803
"2303010007300003",230000,230100,40000,11,12,1,38,5,2016,3.03891856338357,2.07906169786827,2.83273673924828
"2303010007400002",230000,230100,7000,8,9,0,39,2,2014,2.38756900719566,2.07201590262979,2.23929238921774
"2303010008010001",230000,230100,34000,5,9,1,24,5,2014,3.25122655794709,2.36190048320221,2.78216418749738
"2303010008010002",230000,230100,20000,16,12,0,25,3,2014,3.40137744269033,2.33390113259049,3.0343784908468
"2303010008710001",230000,230100,10000,11,15,1,41,5,2014,3.40137744269033,2.38791145009522,3.06117160818864
"2303010010210001",230000,230100,0,12,15,0,34,5,2014,2.37770091637877,2.40001016882767,2.51049142551484
"2303010010410001",230000,230100,20000,7,5,1,56,3,2014,3.63386050823103,0.768044219606194,2.73105026963073
"2303010010610001",230000,230100,30000,13,16,0,40,5,2014,2.96645538287155,3.03191783328561,3.17237317200318
"2303010011510001",230000,230100,20000,8,12,0,51,4,2014,2.79167163111949,2.99602323256257,2.98137530747622
"2304010000300001",230000,230100,20000,1,7,1,49,2,2014,3.41559056479685,1.08206795287999,3.05095199765456
"2304010000300002",230000,230100,20000,1,6,0,47,3,2014,3.7740698184206,1.08206795287999,2.91492914258349
"2304010000400001",230000,230100,21000,1,8,1,50,5,2014,3.60193776416526,2.66604058264597,2.93700501365765
"2304010000400004",230000,230100,4000,8,9,0,46,5,2014,3.05107092308402,2.33804631644808,2.90787621076129
"2304010000500002",230000,230100,80000,13,12,0,32,4,2014,3.6168123726241,2.71789410001182,3.33100927638052
"2304010000600002",230000,230100,0,1,9,1,33,2,2014,3.03078308736482,2.55807823240005,2.29042175310892
"2304010001000001",230000,230100,25000,1,6,1,41,4,2014,3.43378038011128,2.00590686639261,2.65301559868336
"2304010001000002",230000,230100,25000,1,2,0,39,4,2014,3.59151599625641,1.649913249583,2.60717860217091
"2304010001100001",230000,230100,6000,1,6,0,34,4,2014,3.3590329307157,2.36190048320221,2.86206904017961
"2304010001100002",230000,230100,10000,1,4,1,37,4,2014,3.62675394717777,0.139996753058606,2.1736252334217
"2304010001200001",230000,230100,6000,1,9,1,44,3,2014,4.2259301815794,2.71789410001182,3.26418282385479
"2304010001600002",230000,230100,10000,1,6,0,39,2,2014,3.00994157455367,2.35201684937218,3.05312231477355
"2304010001900001",230000,230100,30000,1,5,1,50,5,2014,3.58886429875969,1.65400014867705,2.44107451324412
"2304010001900002",230000,230100,30000,1,1,0,46,5,2014,3.78997829732658,1.31197706479154,2.27021974478357
"2304010002400001",230000,230100,50000,1,6,0,45,3,2014,3.79660466502466,2.90203141524075,3.02594612476902
"2304010002400002",230000,230100,50000,1,6,1,45,4,2014,3.83725584320637,2.71789410001182,3.7088091149741
"2304010002800002",230000,230100,0,1,9,1,22,4,2014,3.18910670612549,2.66604058264597,3.05167080948668
"2304010002800003",230000,230100,0,1,2,0,42,3,2014,3.57671487153435,1.69597003221287,2.36609316591381
"2304010003600001",230000,230100,60000,1,4,1,45,5,2014,3.78997829732658,2.38791145009522,3.19563845909154
"2304010003800001",230000,230100,45000,1,7,1,27,5,2014,3.2116435757361,2.33804631644808,3.17255969554056
"2304010003800002",230000,230100,40000,1,9,0,27,5,2014,2.95500379052865,2.38791145009522,2.67538322166915
"2304010003800003",230000,230100,45000,1,7,1,30,5,2014,3.39136036139334,2.38791145009522,3.19032586925388
"2304010003800004",230000,230100,45000,1,7,0,31,5,2014,3.4518603631588,2.04401655201807,3.04272372548497
"2304010004000001",230000,230100,38000,1,9,1,47,5,2014,3.78997829732658,2.66604058264597,3.0191313462267
"2304010004000002",230000,230100,38000,1,6,0,45,5,2014,3.53219683241164,1.07002751891107,2.70287125475107
"2304010004000003",230000,230100,38000,1,9,1,24,5,2014,3.63990089632012,2.33804631644808,3.2728290600959
"2304010004000004",230000,230100,38000,1,9,0,24,5,2014,3.63990089632012,2.33804631644808,3.36235546152768
"2304010004900001",230000,230100,80000,1,9,0,43,5,2014,3.7740698184206,3.54404941471242,3.00007877250555
"2304010004900002",230000,230100,30000,1,9,1,44,4,2014,3.80039804222888,2.71789410001182,3.16532403302953
"2304010004900003",230000,230100,20000,12,9,0,24,5,2014,3.79167163111949,3.54404941471242,3.42329442617298
"2304010005110001",230000,230100,0,1,6,1,42,5,2014,3.58602928525928,0.139996753058606,2.48179527130667
"2304010005210001",230000,230100,10000,1,9,1,47,4,2014,3.35078468995495,2.03799311609838,2.69343986790909
"2304010005210002",230000,230100,10000,1,9,0,45,5,2014,3.42107727579398,2.36190048320221,2.83779010148025
"2304010005410002",230000,230100,10000,1,3,0,43,4,2014,4.00994157455367,0.139996753058606,3.18103310205288
"2304010005510001",230000,230100,10000,1,6,1,44,2,2014,3.22150964354645,2.88607249859794,2.61264235899596
"2304010005510002",230000,230100,10000,1,6,0,43,4,2014,3.1358279303698,2.36190048320221,2.98362462786764
"2304010005510003",230000,230100,16000,5,15,0,23,4,2014,4.00379337720422,3.57204876532415,3.79645950405946
"2304010005610001",230000,230100,80000,1,5,1,30,3,2014,3.4518603631588,1.57011866636897,2.71970013167312
"2304010005610002",230000,230100,80000,1,2,0,34,4,2014,3.40679066995068,0.139996753058606,2.23711227727772
"2304010005710002",230000,230100,2000,1,6,1,36,2,2014,3.63054732438199,2.00590686639261,3.05622712975064
"2304010005810001",230000,230100,7000,1,9,1,51,2,2014,3.3947490519857,3.21605514851454,3.0778425123024
"2304010005810003",230000,230100,4000,1,9,1,26,5,2014,3.6052509480143,2.07201590262979,3.11917771498207
"2304010006010001",230000,230100,17500,1,9,1,50,5,2014,3.8466094151445,2.03191783328561,3.26860931267393
"2304010006010002",230000,230100,17500,1,9,0,47,5,2014,3.60193776416526,2.04401655201807,3.36235546152768
"2304010006110001",230000,230100,60000,1,8,1,25,5,2014,3.30844017798032,3.54404941471242,3.21190736990049
"2304010006110002",230000,230100,60000,1,7,0,24,5,2014,2.79612649467602,2.33804631644808,2.66456927665919
"2304010006210001",230000,230100,17500,1,4,1,45,5,2014,3.39136036139334,0.111997402446885,2.70345059304364
"2304010006210002",230000,230100,17500,1,2,0,41,4,2014,2.98910006174252,1.94002453133913,2.51163750182338
"2304020000100001",230000,230100,30000,1,6,1,30,5,2016,3.62355564614804,2.01003057007214,3.01610600641068
"2304020000100002",230000,230100,70000,1,9,0,25,5,2014,3.61235750906756,2.07201590262979,3.35894496276422
"2304020000200001",230000,230100,50000,1,6,0,61,4,2014,3.42383880555761,2.58800768196695,2.6851120805
"2304020000300001",230000,230100,40000,1,6,0,44,3,2014,3.41010385379972,2.71789410001182,3.19885442618342
"2304020000300001",230000,230100,30000,1,9,0,46,3,2016,3.18772858053201,1.43671862971661,2.67838657460476
"2304020000300002",230000,230100,30000,1,9,0,21,4,2016,3.81918064304975,2.9957455437849,3.52930410665462
"2304020000400002",230000,230100,20000,1,6,0,34,4,2014,3.58602928525928,1.63997133098942,2.41953757113549
"2304020000400002",230000,230100,30000,1,6,0,36,4,2016,3.60530673150653,2.87808322326999,2.94025106183678
"2304020000500002",230000,230100,80000,1,6,0,63,4,2014,3.57616119444239,2.71789410001182,3.45980073065856
"2304020000500003",230000,230100,80000,5,6,1,34,4,2014,3.79167163111949,2.66604058264597,3.45882363138639
"2304020000600001",230000,230100,50000,1,6,0,56,2,2014,2.59151599625641,1.70591195080644,2.40025341691016
"2304020000600002",230000,230100,17000,1,3,1,65,4,2016,3.39541003914978,0.121625994730622,2.12747982917274
"2304020000800002",230000,230100,11500,1,8,1,62,4,2014,3.63990089632012,2.57204876532415,3.13750741368694
"2304020001000001",230000,230100,11000,1,6,0,41,4,2014,3.6371002083433,3.23002568143863,3.2728290600959
"2304020001000002",230000,230100,11000,1,9,1,42,4,2014,3.58886429875969,3.23002568143863,2.98714139859476
"2304020001000004",230000,230100,11000,1,5,1,62,4,2014,3.6371002083433,0.111997402446885,2.08567657115478
"2304020001000005",230000,230100,11000,1,5,0,60,4,2014,2.94940724726462,2.30391339826005,2.23959613109574
"2304020001100002",230000,230100,25000,1,4,1,52,3,2014,3.11877979476287,1.3199305996664,2.39611339006828
"2304020001200001",230000,230100,50000,1,8,1,40,5,2014,3.1358279303698,2.04401655201807,2.87745543297691
"2304020001300001",230000,230100,22500,1,6,1,52,3,2014,3.44195311412872,3.23002568143863,2.68025247690449
"2304020001300002",230000,230100,22500,1,6,0,51,3,2014,3.06263234769382,2.38791145009522,2.47589512847497
"2304020001300002",230000,230100,40000,1,9,0,53,4,2016,3.60680519458921,1.90848972195265,2.43341528213104
"2304020001600001",230000,230100,90000,1,6,1,50,2,2016,3.19215904800999,0.794375561564943,3.00428340832706
"2304020001600002",230000,230100,90000,1,2,0,51,3,2016,2.82211264744505,1.6362521658284,1.93953158042657
"2304020001700001",230000,230100,55000,1,6,0,34,4,2016,3.3956804612814,2.71985910191116,3.16250501694608
"2304020001900002",230000,230100,3000,1,6,0,41,3,2016,3.34168583581475,1.68278013690646,2.40370145478863
"2304020002100001",230000,230100,70000,1,6,1,44,2,2014,3.20339533497534,1.66797068160115,2.71077521588007
"2304020002100001",230000,230100,70000,1,6,1,46,4,2016,3.58340904181342,1.25186162751374,2.69047221505543
"2304020002100003",230000,230100,20000,1,9,0,26,4,2016,3.44150824824673,2.07906169786827,2.80267583337751
"2304020002100004",230000,230100,20000,1,6,0,46,3,2016,2.82707705941945,1.30900173266272,2.3692505537214
"2304020002100005",230000,230100,10000,1,6,0,65,4,2016,3.60530673150653,1.31751064509292,2.33581863471999
"2304020002400002",230000,230100,30000,1,4,0,64,3,2016,2.94184532918699,1.90848972195265,2.28521122394392
"2304020002700002",230000,230100,20000,1,6,1,62,4,2016,3.97881908096319,1.10734096844338,2.96613065552492
"2304020002800001",230000,230100,70000,1,6,1,41,4,2016,4.01702087369045,1.97962407138949,2.91165808577014
"2304020002800002",230000,230100,6000,1,6,0,43,2,2016,3.57772785918271,1.97413873953183,2.43963813683814
"2304020002900002",230000,230100,20000,1,6,0,48,5,2014,3.79167163111949,3.23002568143863,3.58099475996824
"2304020002900002",230000,230100,12000,1,6,0,50,4,2016,3.60530673150653,1.25186162751374,2.65651550712701
"2304020003000001",230000,230100,25000,1,6,1,62,5,2014,3.58886429875969,1.07002751891107,2.85224123674112
"2304020003000001",230000,230100,0,1,6,1,64,4,2016,3.39541003914978,0.152032493413277,2.71836071109938
"2304020003000002",230000,230100,25000,1,6,0,64,4,2014,3.1358279303698,2.24405449912626,2.1588444826204
"2304020003000003",230000,230100,25000,1,6,0,44,4,2014,3.17876044495997,2.04401655201807,2.87745543297691
"2304020003000004",230000,230100,25000,1,9,1,42,5,2014,2.9730102898394,2.04401655201807,2.89280006967819
"2304020003100001",230000,230100,22500,1,6,0,52,3,2014,3.41665673776103,2.03191783328561,2.72766080640692
"2304020003100001",230000,230100,0,1,6,0,54,2,2016,2.98988834989131,1.97962407138949,2.17929636488333
"2304020003100002",230000,230100,22500,1,6,1,51,5,2014,2.9730102898394,2.04401655201807,2.47589512847497
"2304020003100002",230000,230100,60000,1,6,1,53,4,2016,3.63145206251774,2.36220217006282,3.47885099926222
"2304020003200001",230000,230100,10000,1,5,0,47,4,2014,3.63990089632012,2.04401655201807,3.15302258877507
"2304020003200001",230000,230100,22100,1,3,0,49,2,2016,3.79453377512123,1.25186162751374,2.34393193678871
"2304020003200002",230000,230100,10000,1,8,1,52,4,2014,3.24960670789096,2.38791145009522,3.03040194957534
"2304020003200002",230000,230100,20000,1,9,1,53,3,2016,4.03891856338357,2.04865519918562,3.46566187225627
"2304020003200003",230000,230100,10000,1,6,0,28,5,2014,3.58886429875969,3.23002568143863,2.79489298761641
"2304020003300001",230000,230100,60000,1,9,0,44,4,2016,3.98076389257056,2.66849511061922,3.31489375602206
"2304020003700001",230000,230100,40000,1,6,0,47,4,2014,3.98681872533407,2.07201590262979,3.59642551128354
"2304020003700001",230000,230100,25000,1,3,0,49,4,2016,3.41686138031821,0.152032493413277,2.6634447346361
"2304020003700004",230000,230100,20000,1,4,1,49,4,2016,3.62427241680435,1.97962407138949,3.00553812995335
"2304020003800003",230000,230100,20000,1,5,1,57,3,2014,3.13906763048207,1.91407184920966,2.12267095441594
"2304020003800003",230000,230100,40000,1,4,1,59,4,2016,3.57524220331209,1.31751064509292,2.20518079692558
"2304020003800004",230000,230100,20000,1,3,0,55,3,2014,3.41665673776103,1.91407184920966,2.70787342616617
"2304020003800004",230000,230100,40000,1,1,0,57,2,2016,3.1687628952342,1.25186162751374,2.67996071233873
"2304020004210002",230000,230100,30000,1,6,0,44,4,2014,3.41010385379972,2.66604058264597,3.46375763734601
"2304020004210002",230000,230100,15000,1,4,0,46,3,2016,3.01702087369045,0.451003656003852,2.09149698286529
"2304020004310001",230000,230100,50000,1,9,1,33,5,2014,3.98077833724498,3.54404941471242,3.59642551128354
"2304020004310001",230000,230100,50000,1,9,1,35,5,2016,4.01133969105974,2.66636788251167,3.55719260269857
"2304020004310002",230000,230100,10000,1,9,0,33,3,2016,3.16308171260349,2.71985910191116,2.91964278408746
"2304020004310003",230000,230100,50000,1,12,1,61,5,2014,3.57122816053722,2.71789410001182,3.04411047776925
"2304020004510001",230000,230100,25000,1,9,1,44,4,2016,2.60309149776754,2.22145512883108,2.21452590395649
"2304020004510002",230000,230100,25000,1,6,0,40,4,2016,2.96897785298613,0.152032493413277,1.89638283561496
"2304030000210001",230000,230100,30000,1,9,1,64,4,2016,3.34168583581475,2.07906169786827,3.54466393821743
"2304030000310001",230000,230100,75000,1,5,0,43,5,2014,3.60193776416526,3.23002568143863,3.36235546152768
"2304030000310001",230000,230100,2000,1,5,0,45,4,2016,2.61000072134931,1.97962407138949,2.0357877893823
"2304030000310002",230000,230100,75000,1,8,1,42,5,2014,3.63990089632012,3.23002568143863,2.98714139859476
"2304030000510001",230000,230100,6000,1,4,0,55,3,2014,3.60145757081008,2.00590686639261,2.55024706283786
"2304030000710001",230000,230100,10000,1,8,0,47,4,2014,4.03240293742095,2.66604058264597,3.2415993913686
"2304030000810001",230000,230100,10000,1,6,1,51,2,2014,3.60201124790204,2.33390113259049,2.6474571225187
"2304030000810001",230000,230100,15000,1,3,1,53,1,2016,3.3877840449117,1.56482703439218,2.44502297689378
"2304030000810002",230000,230100,10000,1,5,0,53,2,2016,2.76545643971472,0.152032493413277,1.93546867432055
"2304030001210001",230000,230100,30000,1,9,1,58,3,2014,3.39920391554224,2.66604058264597,3.40255272476119
